序号,招聘平台,岗位类型一级,岗位类型二级,岗位名称,岗位类型企业/公务员/事业单位/军队文职,公司名称,公司规模,所在省份,城市,详细地址,学历要求,经验要求,薪资范围,福利标签,工作内容,任职要求,岗位链接,发布时间,投递起始时间,投递截止时间,证书要求,备注（技能要求）,岗位类型一级,岗位类型二级,"岗位类型
企业/公务员/事业单位/军队文职"
141,猎聘,,,招聘新能源房车研发工程师,,荣成康派斯新能源车辆股份有限公司,杨先生·人事主管,,威海-荣成,,本科,5-10年,8-24k,,,,https://www.liepin.com/job/1982631065.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_82631065%3A1%3A0b2e5be6-4d2f-4620-a4cb-a8a0af07ba5e&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=18&skId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&fkId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&ckId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&sfrom=search_job_pc&curPage=0&pageSize=40&index=18,,,,,行业标签: 整车制造新三板上市500-999人 | 搜索关键词: 新能源,能源/化工/环保,新能源,企业职位
142,猎聘,,,招聘新能源资产管理经理,,胜科(中国)投资有限公司,于女士·HR Senior Manager1天前在线,,钦州-钦南区,,本科,10年以上,30-35k,,,,https://www.liepin.com/job/1983010127.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_83010127%3A1%3A0b2e5be6-4d2f-4620-a4cb-a8a0af07ba5e&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=19&skId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&fkId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&ckId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&sfrom=search_job_pc&curPage=0&pageSize=40&index=19,,,,,行业标签: 电力/热力/燃气/水务500-999人 | 搜索关键词: 新能源,能源/化工/环保,新能源,企业职位
143,猎聘,,,招聘项目销售（半导体、新能源方向）,,苏州固特维科技有限公司,蔺女士6天前在线,江苏省,苏州,,统招本科,1-3年,8-15k,,,,https://www.liepin.com/job/1980459853.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_80459853%3A1%3A0b2e5be6-4d2f-4620-a4cb-a8a0af07ba5e&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=20&skId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&fkId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&ckId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&sfrom=search_job_pc&curPage=0&pageSize=40&index=20,,,,,行业标签: 其他制造业50-99人 | 搜索关键词: 新能源,能源/化工/环保,新能源,企业职位
144,猎聘,,,招聘新能源热管理工程师,,某合肥整车制造上市公司,刘女士·猎头顾问3天前在线,安徽省,合肥,,学历不限,经验不限,20-40k,,,,https://www.liepin.com/a/74770183.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%401_74770183%3A1%3A0b2e5be6-4d2f-4620-a4cb-a8a0af07ba5e&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=21&skId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&fkId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&ckId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&sfrom=search_job_pc&curPage=0&pageSize=40&index=21,,,,,行业标签: 整车制造已上市10000人以上 | 搜索关键词: 新能源,能源/化工/环保,新能源,企业职位
145,猎聘,,,招聘材料分析平台主管(TEM/SEM/新能源方向）,,江苏天晟科技产业发展(集团)有限公司,冯先生·创始人&总经理3天前在线,江苏省,南京-鼓楼区,,本科,2-4年,12-16k·13薪,,,,https://www.liepin.com/job/1981172455.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_81172455%3A1%3A0b2e5be6-4d2f-4620-a4cb-a8a0af07ba5e&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=22&skId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&fkId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&ckId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&sfrom=search_job_pc&curPage=0&pageSize=40&index=22,,,,,行业标签: 其他商务服务业50-99人 | 搜索关键词: 新能源,能源/化工/环保,新能源,企业职位
146,猎聘,,,招聘项目投资经理（新能源）,,上海霍普建筑设计事务所股份有限公司,刘女士·人力资源副总监2天前在线,上海市,上海-浦东新区,,本科,5-10年,15-20k,,,,https://www.liepin.com/job/1982506377.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_82506377%3A1%3A0b2e5be6-4d2f-4620-a4cb-a8a0af07ba5e&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=23&skId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&fkId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&ckId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&sfrom=search_job_pc&curPage=0&pageSize=40&index=23,,,,,行业标签: 建筑/工程设计融资未公开100-499人 | 搜索关键词: 新能源,能源/化工/环保,新能源,企业职位
147,猎聘,,,招聘高级猎头顾问-新能源,,某苏州人力资源服务公司,刘女士·猎头顾问2天前在线,浙江省,杭州,,统招本科,3-10年,12-20k·20薪,,,,https://www.liepin.com/a/74984741.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%401_74984741%3A1%3A0b2e5be6-4d2f-4620-a4cb-a8a0af07ba5e&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=24&skId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&fkId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&ckId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&sfrom=search_job_pc&curPage=0&pageSize=40&index=24,,,,,行业标签: 人力资源服务50-99人 | 搜索关键词: 新能源,能源/化工/环保,新能源,企业职位
148,猎聘,,,招聘华南区域销售经理（新能源 / 综合能源）,,某上市公司,钟先生·猎头顾问4天前在线,广东省,深圳,,大专,5-10年,20-25k·14薪,,,,https://www.liepin.com/a/76177377.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%401_76177377%3A1%3A0b2e5be6-4d2f-4620-a4cb-a8a0af07ba5e&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=25&skId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&fkId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&ckId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&sfrom=search_job_pc&curPage=0&pageSize=40&index=25,,,,,行业标签: 电子设备已上市10000人以上 | 搜索关键词: 新能源,能源/化工/环保,新能源,企业职位
149,猎聘,,,招聘新能源项目开发经理（河北）,,安诚能科,周先生·人事经理3天前在线,,石家庄-新华区,,本科,5年以上,15-25k,,,,https://www.liepin.com/job/1981038201.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_81038201%3A1%3A0b2e5be6-4d2f-4620-a4cb-a8a0af07ba5e&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=26&skId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&fkId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&ckId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&sfrom=search_job_pc&curPage=0&pageSize=40&index=26,,,,,行业标签: 新能源100-499人 | 搜索关键词: 新能源,能源/化工/环保,新能源,企业职位
150,猎聘,,,招聘新能源审计经理,,安徽中环控股集团有限公司,强先生·招聘高级经理（HRBP)1天前在线,安徽省,合肥-经开区,,本科,5年以上,18-40k,,,,https://www.liepin.com/job/1969204109.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_69204109%3A1%3A0b2e5be6-4d2f-4620-a4cb-a8a0af07ba5e&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=29&skId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&fkId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&ckId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&sfrom=search_job_pc&curPage=0&pageSize=40&index=29,,,,,行业标签: 新能源1000-2000人 | 搜索关键词: 新能源,能源/化工/环保,新能源,企业职位
151,猎聘,,,招聘新能源监控自动化技术工程师,,某上海大型专业技术服务公司,杨女士·猎头顾问2天前在线,辽宁省,沈阳,,学历不限,1-3年,8-12k,,,,https://www.liepin.com/a/74729835.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%401_74729835%3A1%3A0b2e5be6-4d2f-4620-a4cb-a8a0af07ba5e&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=30&skId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&fkId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&ckId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&sfrom=search_job_pc&curPage=0&pageSize=40&index=30,,,,,行业标签: 专业技术服务融资未公开500-999人 | 搜索关键词: 新能源,能源/化工/环保,新能源,企业职位
152,猎聘,,,招聘新能源市场主管,,西安建工绿能建设发展有限公司,满先生·副总经理15小时前在线,陕西省,西安,,本科,3年以上,8-10k,,,,https://www.liepin.com/job/1982724343.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_82724343%3A1%3A0b2e5be6-4d2f-4620-a4cb-a8a0af07ba5e&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=31&skId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&fkId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&ckId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&sfrom=search_job_pc&curPage=0&pageSize=40&index=31,,,,,行业标签: 工程施工 | 搜索关键词: 新能源,能源/化工/环保,新能源,企业职位
153,猎聘,,,招聘海外销售总监（新能源磁性材料行业+上海）,,某青岛大型机械/设备公司,李女士·猎头顾问3天前在线,上海市,上海,,本科,5-10年,25-40k,,,,https://www.liepin.com/a/74919487.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%401_74919487%3A1%3A0b2e5be6-4d2f-4620-a4cb-a8a0af07ba5e&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=32&skId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&fkId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&ckId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&sfrom=search_job_pc&curPage=0&pageSize=40&index=32,,,,,行业标签: 电子/半导体/集成电路战略融资1000-2000人 | 搜索关键词: 新能源,能源/化工/环保,新能源,企业职位
154,猎聘,,,招聘新能源板块总工程师-光伏储能电气,,某北京新能源上市公司,牛女士·猎头顾问16小时前在线,北京市,北京,,统招本科,10年以上,45-60k,,,,https://www.liepin.com/a/76131721.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%401_76131721%3A1%3A0b2e5be6-4d2f-4620-a4cb-a8a0af07ba5e&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=33&skId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&fkId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&ckId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&sfrom=search_job_pc&curPage=0&pageSize=40&index=33,,,,,行业标签: 新能源已上市5000-10000人 | 搜索关键词: 新能源,能源/化工/环保,新能源,企业职位
155,猎聘,,,招聘新能源项目开发经理,,吉利汽车研究院(宁波)有限公司,安先生·经理1天前在线,浙江省,宁波-慈溪,,本科,2年以上,20-40k,,,,https://www.liepin.com/job/1982430357.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_82430357%3A1%3A0b2e5be6-4d2f-4620-a4cb-a8a0af07ba5e&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=34&skId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&fkId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&ckId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&sfrom=search_job_pc&curPage=0&pageSize=40&index=34,,,,,行业标签: 学术/科研融资未公开10000人以上 | 搜索关键词: 新能源,能源/化工/环保,新能源,企业职位
156,猎聘,,,招聘新能源电力工程师,,某北京新能源公司,柴女士·猎头顾问3天前在线,新疆维吾尔自治区,乌鲁木齐,,学历不限,3-5年,10-15k·15薪,,,,https://www.liepin.com/a/73239289.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%401_73239289%3A1%3A0b2e5be6-4d2f-4620-a4cb-a8a0af07ba5e&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=35&skId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&fkId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&ckId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&sfrom=search_job_pc&curPage=0&pageSize=40&index=35,,,,,行业标签: 新能源50-99人 | 搜索关键词: 新能源,能源/化工/环保,新能源,企业职位
157,猎聘,,,招聘新能源研发岗 （整车性能方向）,,中国重汽集团,仲女士·HR2天前在线,山东省,济南,,统招本科,5年以上,10-20k,,,,https://www.liepin.com/job/1979531917.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_79531917%3A1%3A0b2e5be6-4d2f-4620-a4cb-a8a0af07ba5e&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=36&skId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&fkId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&ckId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&sfrom=search_job_pc&curPage=0&pageSize=40&index=36,,,,,行业标签: 整车制造10000人以上 | 搜索关键词: 新能源,能源/化工/环保,新能源,企业职位
158,猎聘,,,招聘新能源项目管理,,某广州大型工程施工公司,彭女士·猎头顾问14小时前在线,广东省,广州-天河区,,统招本科,5-10年,25-40k,,,,https://www.liepin.com/a/75998067.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%401_75998067%3A1%3A0b2e5be6-4d2f-4620-a4cb-a8a0af07ba5e&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=37&skId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&fkId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&ckId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&sfrom=search_job_pc&curPage=0&pageSize=40&index=37,,,,,行业标签: 工程施工战略融资10000人以上 | 搜索关键词: 新能源,能源/化工/环保,新能源,企业职位
159,猎聘,,,招聘新能源功率预测解决方案工程师,,某北京专业服务公司,黎先生·猎头顾问1天前在线,北京市,北京-丰台区,,硕士,1-3年,30-40k,,,,https://www.liepin.com/a/75877517.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%401_75877517%3A1%3A0b2e5be6-4d2f-4620-a4cb-a8a0af07ba5e&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=38&skId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&fkId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&ckId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&sfrom=search_job_pc&curPage=0&pageSize=40&index=38,,,,,行业标签: 专业服务50-99人 | 搜索关键词: 新能源,能源/化工/环保,新能源,企业职位
160,猎聘,,,招聘销售副总监（新能源）,,科华数据股份有限公司,党女士·HRBP1天前在线,广东省,广州-黄埔区,,本科,5-10年,20-30k,,,,https://www.liepin.com/job/1982679945.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_82679945%3A1%3A0b2e5be6-4d2f-4620-a4cb-a8a0af07ba5e&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=39&skId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&fkId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&ckId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&sfrom=search_job_pc&curPage=0&pageSize=40&index=39,,,,,行业标签: 新能源沪深A股上市5000-10000人 | 搜索关键词: 新能源,能源/化工/环保,新能源,企业职位
161,猎聘,,,招聘新能源售后技术专家,,途虎养车,张女士·招聘专家17小时前在线,上海市,上海-闵行区,,本科,经验不限,30-50k·14薪,,,,https://www.liepin.com/job/1972952659.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_72952659%3A1%3A0b2e5be6-4d2f-4620-a4cb-a8a0af07ba5e&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=40&skId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&fkId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&ckId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&sfrom=search_job_pc&curPage=0&pageSize=40&index=40,,,,,行业标签: 互联网港股上市10000人以上 | 搜索关键词: 新能源,能源/化工/环保,新能源,企业职位
162,猎聘,,,招聘新能源发电数据治理与标准化工程师,,某北京银行上市公司,余女士·猎头顾问20小时前在线,北京市,北京-西城区,,硕士,3年以上,18-35k,,,,https://www.liepin.com/a/75796947.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%401_75796947%3A1%3A0b2e5be6-4d2f-4620-a4cb-a8a0af07ba5e&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=41&skId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&fkId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&ckId=hnaoz5wqtd4q60wilh8tom68jpg3rel9&sfrom=search_job_pc&curPage=0&pageSize=40&index=41,,,,,行业标签: 银行已上市5000-10000人 | 搜索关键词: 新能源,能源/化工/环保,新能源,企业职位
163,猎聘,,,招聘操作工人,,台州市豪横车业有限公司,谭先生·总裁,浙江省,台州-路桥区,,学历不限,1-3年,6-7k,,,,https://www.liepin.com/job/1966226887.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_66226887%3A1%3A45840201-dbbb-4ad0-b22b-4fdbf9c651ec&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=16&skId=rzrmnjy6jx44q4enppjxcyoop1snjtfb&fkId=rzrmnjy6jx44q4enppjxcyoop1snjtfb&ckId=rzrmnjy6jx44q4enppjxcyoop1snjtfb&sfrom=search_job_pc&curPage=0&pageSize=40&index=16,,,,,行业标签: 机械/设备1-49人 | 搜索关键词: 新能源,能源/化工/环保,新能源,企业职位
164,猎聘,,,招聘文案设计,,海南省志熙宇广告有限公司,HR,广东省,佛山-顺德区,,中专/中技,经验不限,6-8k,,,,https://www.liepin.com/job/1965790079.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_65790079%3A1%3A45840201-dbbb-4ad0-b22b-4fdbf9c651ec&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=22&skId=rzrmnjy6jx44q4enppjxcyoop1snjtfb&fkId=rzrmnjy6jx44q4enppjxcyoop1snjtfb&ckId=rzrmnjy6jx44q4enppjxcyoop1snjtfb&sfrom=search_job_pc&curPage=0&pageSize=40&index=22,,,,,行业标签: 计算机软件 | 搜索关键词: 新能源,能源/化工/环保,新能源,企业职位
165,猎聘,,,招聘Java工程师,,招商局蛇口工业区控股股份有限公司,李先生·456,上海市,上海-徐汇区,,学历不限,经验不限,8-9k,,,,https://www.liepin.com/job/1966278911.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_66278911%3A1%3Aa51a0f73-cac4-4b27-9580-c84a06baf159&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=16&skId=3abmhsyu1mfosiqh8evmnyava8d90wca&fkId=3abmhsyu1mfosiqh8evmnyava8d90wca&ckId=3abmhsyu1mfosiqh8evmnyava8d90wca&sfrom=search_job_pc&curPage=0&pageSize=40&index=16,,,,,行业标签: 房地产开发经营沪深A股上市10000人以上 | 搜索关键词: 新能源,能源/化工/环保,新能源,企业职位
166,猎聘,,,招聘会计双休,,广州茜龙商贸有限公司,辛先生·HR,浙江省,宁波-鄞州区,,大专,1-3年,8-11k,,,,https://www.liepin.com/job/1965719601.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_65719601%3A1%3Aa51a0f73-cac4-4b27-9580-c84a06baf159&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=32&skId=3abmhsyu1mfosiqh8evmnyava8d90wca&fkId=3abmhsyu1mfosiqh8evmnyava8d90wca&ckId=3abmhsyu1mfosiqh8evmnyava8d90wca&sfrom=search_job_pc&curPage=0&pageSize=40&index=32,,,,,行业标签: 服装/纺织/皮革50-99人 | 搜索关键词: 新能源,能源/化工/环保,新能源,企业职位
167,猎聘,,,招聘电话销售专员,,威海恒旺光伏发电服务有限公司,HR,,威海-环翠区,,大专,1-3年,6-8k,,,,https://www.liepin.com/job/1965403965.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_65403965%3A1%3Af94921f6-4b7c-4fb1-a71b-22962e74c174&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=10&skId=pcrvydijhde3wi96ymf9kvg1ej7pukhb&fkId=pcrvydijhde3wi96ymf9kvg1ej7pukhb&ckId=pcrvydijhde3wi96ymf9kvg1ej7pukhb&sfrom=search_job_pc&curPage=0&pageSize=40&index=10,,,,,行业标签: 新能源1-49人 | 搜索关键词: 新能源,能源/化工/环保,新能源,企业职位
168,猎聘,,,招聘上海喜得公司,,广州市芝威贸易商行,HR,上海市,上海,,本科,经验不限,20-30k,,,,https://www.liepin.com/job/1965809739.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_65809739%3A1%3Af94921f6-4b7c-4fb1-a71b-22962e74c174&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=28&skId=pcrvydijhde3wi96ymf9kvg1ej7pukhb&fkId=pcrvydijhde3wi96ymf9kvg1ej7pukhb&ckId=pcrvydijhde3wi96ymf9kvg1ej7pukhb&sfrom=search_job_pc&curPage=0&pageSize=40&index=28,,,,,行业标签: 批发/零售 | 搜索关键词: 新能源,能源/化工/环保,新能源,企业职位
169,猎聘,,,招聘办公室文职8k双休,,成都祥茂吉惠商贸有限公司,HR,广西壮族自治区,南宁-兴宁区,,大专,1-3年,8-11k,,,,https://www.liepin.com/job/1965986935.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_65986935%3A1%3A236188fe-d4c2-4925-87bc-37415a0e9278&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=3&skId=txssi0yptmly0w4taifkxyjis0tyd9yb&fkId=txssi0yptmly0w4taifkxyjis0tyd9yb&ckId=txssi0yptmly0w4taifkxyjis0tyd9yb&sfrom=search_job_pc&curPage=0&pageSize=40&index=3,,,,,行业标签: 批发/零售 | 搜索关键词: 新能源,能源/化工/环保,新能源,猎头职位
170,猎聘,,,招聘聘会计助理包住,,温州市讯和电脑科技有限公司,HR,浙江省,温州-鹿城区,,大专,1-3年,5-7k,,,,https://www.liepin.com/job/1965446343.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_65446343%3A1%3A236188fe-d4c2-4925-87bc-37415a0e9278&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=31&skId=txssi0yptmly0w4taifkxyjis0tyd9yb&fkId=txssi0yptmly0w4taifkxyjis0tyd9yb&ckId=txssi0yptmly0w4taifkxyjis0tyd9yb&sfrom=search_job_pc&curPage=0&pageSize=40&index=31,,,,,行业标签: 批发/零售1-49人 | 搜索关键词: 新能源,能源/化工/环保,新能源,猎头职位
171,猎聘,,,招聘采购总监,,昊能光电,陈女士·人力资源总监当前在线,上海市,上海-闵行区,,本科,10年以上,25-40k,,,,https://www.liepin.com/job/1982624093.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_82624093%3A1%3A49b71772-537b-4114-bd4d-1501fe31399f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=0&skId=zo2f0nls8jc4xa3pv1rdess0at7grsxa&fkId=zo2f0nls8jc4xa3pv1rdess0at7grsxa&ckId=zo2f0nls8jc4xa3pv1rdess0at7grsxa&sfrom=search_job_pc&curPage=0&pageSize=40&index=0,,,,,行业标签: 新能源100-499人 | 搜索关键词: 光伏,能源/化工/环保,新能源,企业职位
172,猎聘,,,招聘土建设计工程师(北京),,塔塔电力勘测设计有限公司,林女士·行政总监1小时前在线,北京市,北京-朝阳区,,本科,5年以上,12-20k,,,,https://www.liepin.com/job/1982359675.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_82359675%3A1%3A49b71772-537b-4114-bd4d-1501fe31399f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=1&skId=zo2f0nls8jc4xa3pv1rdess0at7grsxa&fkId=zo2f0nls8jc4xa3pv1rdess0at7grsxa&ckId=zo2f0nls8jc4xa3pv1rdess0at7grsxa&sfrom=search_job_pc&curPage=0&pageSize=40&index=1,,,,,行业标签: 建筑/工程设计100-499人 | 搜索关键词: 光伏,能源/化工/环保,新能源,企业职位
173,猎聘,,,招聘（海外）组件售后技术支持,,弘元绿色能源股份有限公司,陶女士·HRBP4小时前在线,江苏省,无锡-滨湖区,,本科,3年以上,13-20k,,,,https://www.liepin.com/job/1982722851.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%402_82722851%3A1%3A49b71772-537b-4114-bd4d-1501fe31399f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=2&skId=zo2f0nls8jc4xa3pv1rdess0at7grsxa&fkId=zo2f0nls8jc4xa3pv1rdess0at7grsxa&ckId=zo2f0nls8jc4xa3pv1rdess0at7grsxa&sfrom=search_job_pc&curPage=0&pageSize=40&index=2,,,,,行业标签: 机械/设备5000-10000人 | 搜索关键词: 光伏,能源/化工/环保,新能源,企业职位
174,猎聘,,,招聘光伏现勘,,某国内人力资源服务公司,沃女士·猎头顾问4天前在线,江苏省,徐州,,中专/中技,1年以下,6-10k,,,,https://www.liepin.com/a/75894273.shtml?pgRef=c_pc_search_page%3Ac_pc_search_job_listcard%401_75894273%3A1%3A49b71772-537b-4114-bd4d-1501fe31399f&d_sfrom=search_prime&d_ckId=null&d_curPage=0&d_pageSize=40&d_headId=null&d_posi=3&skId=zo2f0nls8jc4xa3pv1rdess0at7grsxa&fkId=zo2f0nls8jc4xa3pv1rdess0at7grsxa&ckId=zo2f0nls8jc4xa3pv1rdess0at7grsxa&sfrom=search_job_pc&curPage=0&pageSize=40&index=3,,,,,行业标签: 人力资源服务50-99人 | 搜索关键词: 光伏,能源/化工/环保,新能源,企业职位
